Indicador;Provincia;Fecha validez;Valor;Unidad;Frecuencia; 
Agricultura ecológica;Burgos;2001;679;Hectáreas;12 meses
Agricultura ecológica;León;2001;1.335;Hectáreas;12 meses
Agricultura ecológica;Palencia;2001;3.754;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2001;1.617;Hectáreas;12 meses
Agricultura ecológica;Segovia;2001;2.886;Hectáreas;12 meses
Agricultura ecológica;Soria;2001;24;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2001;327;Hectáreas;12 meses
Agricultura ecológica;Zamora;2001;508;Hectáreas;12 meses
Agricultura ecológica;Ávila;2001;4.855;Hectáreas;12 meses
Agricultura ecológica;Burgos;2002;944;Hectáreas;12 meses
Agricultura ecológica;León;2002;730;Hectáreas;12 meses
Agricultura ecológica;Palencia;2002;2.150;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2002;1.847;Hectáreas;12 meses
Agricultura ecológica;Segovia;2002;580;Hectáreas;12 meses
Agricultura ecológica;Soria;2002;164;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2002;644;Hectáreas;12 meses
Agricultura ecológica;Zamora;2002;565;Hectáreas;12 meses
Agricultura ecológica;Ávila;2002;4.892;Hectáreas;12 meses
Agricultura ecológica;Burgos;2003;1.156;Hectáreas;12 meses
Agricultura ecológica;León;2003;979;Hectáreas;12 meses
Agricultura ecológica;Palencia;2003;794;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2003;1.763;Hectáreas;12 meses
Agricultura ecológica;Segovia;2003;791;Hectáreas;12 meses
Agricultura ecológica;Soria;2003;196;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2003;1.014;Hectáreas;12 meses
Agricultura ecológica;Zamora;2003;1.187;Hectáreas;12 meses
Agricultura ecológica;Ávila;2003;5.622;Hectáreas;12 meses
Agricultura ecológica;Burgos;2004;1.214;Hectáreas;12 meses
Agricultura ecológica;León;2004;994;Hectáreas;12 meses
Agricultura ecológica;Palencia;2004;1.252;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2004;1.730;Hectáreas;12 meses
Agricultura ecológica;Segovia;2004;959;Hectáreas;12 meses
Agricultura ecológica;Soria;2004;186;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2004;1.107;Hectáreas;12 meses
Agricultura ecológica;Zamora;2004;1.416;Hectáreas;12 meses
Agricultura ecológica;Ávila;2004;5.612;Hectáreas;12 meses
Agricultura ecológica;Burgos;2005;970;Hectáreas;12 meses
Agricultura ecológica;León;2005;1.024;Hectáreas;12 meses
Agricultura ecológica;Palencia;2005;1.089;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2005;1.734;Hectáreas;12 meses
Agricultura ecológica;Segovia;2005;1.092;Hectáreas;12 meses
Agricultura ecológica;Soria;2005;215;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2005;1.300;Hectáreas;12 meses
Agricultura ecológica;Zamora;2005;2.029;Hectáreas;12 meses
Agricultura ecológica;Ávila;2005;2.700;Hectáreas;12 meses
Agricultura ecológica;Burgos;2006;973;Hectáreas;12 meses
Agricultura ecológica;León;2006;715;Hectáreas;12 meses
Agricultura ecológica;Palencia;2006;1.919;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2006;1.718;Hectáreas;12 meses
Agricultura ecológica;Segovia;2006;1.360;Hectáreas;12 meses
Agricultura ecológica;Soria;2006;231;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2006;1.341;Hectáreas;12 meses
Agricultura ecológica;Zamora;2006;2.225;Hectáreas;12 meses
Agricultura ecológica;Ávila;2006;2.158;Hectáreas;12 meses
Agricultura ecológica;Burgos;2007;3.194;Hectáreas;12 meses
Agricultura ecológica;León;2007;1.943;Hectáreas;12 meses
Agricultura ecológica;Palencia;2007;2.786;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2007;1.785;Hectáreas;12 meses
Agricultura ecológica;Segovia;2007;1.458;Hectáreas;12 meses
Agricultura ecológica;Soria;2007;262;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2007;1.442;Hectáreas;12 meses
Agricultura ecológica;Zamora;2007;2.705;Hectáreas;12 meses
Agricultura ecológica;Ávila;2007;2.268;Hectáreas;12 meses
Agricultura ecológica;Burgos;2008;1.476;Hectáreas;12 meses
Agricultura ecológica;León;2008;2.110;Hectáreas;12 meses
Agricultura ecológica;Palencia;2008;3.473;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2008;1.889;Hectáreas;12 meses
Agricultura ecológica;Segovia;2008;1.415;Hectáreas;12 meses
Agricultura ecológica;Soria;2008;661;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2008;1.877;Hectáreas;12 meses
Agricultura ecológica;Zamora;2008;3.659;Hectáreas;12 meses
Agricultura ecológica;Ávila;2008;2.353;Hectáreas;12 meses
Agricultura ecológica;Burgos;2009;3.022;Hectáreas;12 meses
Agricultura ecológica;León;2009;2.597;Hectáreas;12 meses
Agricultura ecológica;Palencia;2009;3.166;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2009;237;Hectáreas;12 meses
Agricultura ecológica;Segovia;2009;1.867;Hectáreas;12 meses
Agricultura ecológica;Soria;2009;682;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2009;2.341;Hectáreas;12 meses
Agricultura ecológica;Zamora;2009;4.928;Hectáreas;12 meses
Agricultura ecológica;Ávila;2009;3.314;Hectáreas;12 meses
Agricultura ecológica;Burgos;2010;3.026;Hectáreas;12 meses
Agricultura ecológica;León;2010;3.122;Hectáreas;12 meses
Agricultura ecológica;Palencia;2010;3.599;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2010;1.121;Hectáreas;12 meses
Agricultura ecológica;Segovia;2010;2.251;Hectáreas;12 meses
Agricultura ecológica;Soria;2010;505;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2010;2.607;Hectáreas;12 meses
Agricultura ecológica;Zamora;2010;6.605;Hectáreas;12 meses
Agricultura ecológica;Ávila;2010;3.519;Hectáreas;12 meses
Agricultura ecológica;Burgos;2011;3.394;Hectáreas;12 meses
Agricultura ecológica;León;2011;1.318;Hectáreas;12 meses
Agricultura ecológica;Palencia;2011;3.602;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2011;697;Hectáreas;12 meses
Agricultura ecológica;Segovia;2011;2.713;Hectáreas;12 meses
Agricultura ecológica;Soria;2011;887;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2011;4.421;Hectáreas;12 meses
Agricultura ecológica;Zamora;2011;10.980;Hectáreas;12 meses
Agricultura ecológica;Ávila;2011;3.339;Hectáreas;12 meses
Agricultura ecológica;Burgos;2012;2.968;Hectáreas;12 meses
Agricultura ecológica;León;2012;1.473;Hectáreas;12 meses
Agricultura ecológica;Palencia;2012;2.984;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2012;846;Hectáreas;12 meses
Agricultura ecológica;Segovia;2012;2.909;Hectáreas;12 meses
Agricultura ecológica;Soria;2012;847;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2012;4.947;Hectáreas;12 meses
Agricultura ecológica;Zamora;2012;10.100;Hectáreas;12 meses
Agricultura ecológica;Ávila;2012;3.505;Hectáreas;12 meses
Agricultura ecológica;Burgos;2013;2.981;Hectáreas;12 meses
Agricultura ecológica;León;2013;6.112;Hectáreas;12 meses
Agricultura ecológica;Palencia;2013;2.747;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2013;685;Hectáreas;12 meses
Agricultura ecológica;Segovia;2013;2.495;Hectáreas;12 meses
Agricultura ecológica;Soria;2013;819;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2013;4.235;Hectáreas;12 meses
Agricultura ecológica;Zamora;2013;9.570;Hectáreas;12 meses
Agricultura ecológica;Ávila;2013;3.511;Hectáreas;12 meses
Agricultura ecológica;Burgos;2014;2.859;Hectáreas;12 meses
Agricultura ecológica;León;2014;3.851;Hectáreas;12 meses
Agricultura ecológica;Palencia;2014;2.707;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2014;614;Hectáreas;12 meses
Agricultura ecológica;Segovia;2014;2.279;Hectáreas;12 meses
Agricultura ecológica;Soria;2014;696;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2014;3.570;Hectáreas;12 meses
Agricultura ecológica;Zamora;2014;9.198;Hectáreas;12 meses
Agricultura ecológica;Ávila;2014;2.990;Hectáreas;12 meses
Agricultura ecológica;Burgos;2016;3.516;Hectáreas;12 meses
Agricultura ecológica;León;2016;3.204;Hectáreas;12 meses
Agricultura ecológica;Palencia;2016;3.181;Hectáreas;12 meses
Agricultura ecológica;Salamanca;2016;992;Hectáreas;12 meses
Agricultura ecológica;Segovia;2016;1.914;Hectáreas;12 meses
Agricultura ecológica;Soria;2016;1.240;Hectáreas;12 meses
Agricultura ecológica;Valladolid;2016;8.856;Hectáreas;12 meses
Agricultura ecológica;Zamora;2016;10.258;Hectáreas;12 meses
Agricultura ecológica;Ávila;2016;2.453;Hectáreas;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Burgos;2000;46;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;León;2000;55;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Palencia;2000;42;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Salamanca;2000;26;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Segovia;2000;46;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Zamora;2000;34;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Ávila;2000;39;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Burgos;2001;43;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;León;2001;49;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Palencia;2001;52;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Salamanca;2001;25;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Segovia;2001;48;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Zamora;2001;48;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Ávila;2001;42;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Burgos;2002;55;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;León;2002;42;Microgramos entre m3;12 meses
Calidad del aire en el medio urbano. Contaminación por NO2;Palencia;2002;61;Microgramos entre m3;12 meses
